ID	Range	genotype	experiment	sublock	Block	WHOLE WEIGHT (g)	W.W-COBS	20 KERNELS WEIGHT	COB LENGTH (CM)	COB DIA MM
21HL_JY0028	1	B73	HN	sb2	bk1	70.5666666666667	53.7	4.73333333333333	11.5	26.6666666666667
21HL_JY0029	1	BGEM-0239-N_ B73	HN	sb2	bk1	200.133333333333	169.166666666667	5.4	17.9	24.5666666666667
21HL_JY0030	1	BGEM-0259-N_ B73	HN	sb2	bk1	152.166666666667	123.633333333333	6.26666666666667	17	25.3333333333333
21HL_JY0031	1	BGEM-0062-N_ B73	HN	sb2	bk1	160.1	136.933333333333	5.83333333333333	15.3666666666667	26.36
21HL_JY0032	1	BGEM-0182-N_ B73	HN	sb2	bk1	179.6	144.666666666667	6.8	18.3333333333333	27.7933333333333
21HL_JY0033	1	BGEM-0141-N_ B73	HN	sb2	bk1	156.266666666667	134.2	4.86666666666667	16.8333333333333	25.2666666666667
21HL_JY0034	1	BGEM-0130-N_ B73	HN	sb2	bk1	168.566666666667	145.833333333333	5.1	17.3	24.0666666666667
21HL_JY0035	1	BGEM-0152-N_ B73	HN	sb2	bk1	200.033333333333	166.933333333333	4.16666666666667	18.8333333333333	26.6333333333333
21HL_JY0036	1	BGEM-0110-N_ B73	HN	sb2	bk1	179.266666666667	141.866666666667	5	19.7333333333333	27.0333333333333
21HL_JY0037	1	BGEM-0184-N_ B73	HN	sb2	bk1	220.766666666667	186.4	5.13333333333333	19.8333333333333	24.7
21HL_JY0038	1	B73	HN	sb2	bk1	46.5333333333333	28.2333333333333	4.5	11.3666666666667	25.8666666666667
21HL_JY0039	1	BGEM-0002-N_ B73	HN	sb2	bk1	72.4333333333333	55.4	3.93333333333333	12.5333333333333	27.0666666666667
21HL_JY0040	1	BGEM-0078-S_ Mo17	HN	sb2	bk1	212.733333333333	178.6	6.9	20.6	24.0333333333333
21HL_JY0041	1	BGEM-0238-N_ B73	HN	sb2	bk1	209.533333333333	170.933333333333	5.7	19.4	26.4666666666667
21HL_JY0042	1	BGEM-0032-S	HN	sb2	bk1	168.8	140.3	6.06666666666667	18.5	24.6
21HL_JY0043	1	BGEM-0162-S	HN	sb2	bk1	53.9333333333333	38.3333333333333	4.46666666666667	14.4666666666667	22.9666666666667
21HL_JY0044	1	BGEM-0040-N	HN	sb2	bk1	53.9333333333333	30.9333333333333	3.56666666666667	12.1	24.5
21HL_JY0045	1	B73	HN	sb2	bk1	68.1	44	4.63333333333333	13.8333333333333	27.7
21HL_JY0046	1	BGEM-0076-S	HN	sb2	bk1	61.6333333333333	35.3333333333333	5.63333333333333	14.8333333333333	26.6666666666667
21HL_JY0047	1	BGEM-0046-N	HN	sb2	bk1	53.7333333333333	36.2	6.2	15.5	20.0333333333333
21HL_JY0048	1	BGEM-0079-S	HN	sb2	bk1	12.9	8.8	4.1	5.6	22.7
21HL_JY0050	1	BGEM-0260-N	HN	sb2	bk1	23.5	4.2	4.1	13.9	27.4
21HL_JY0051	2	BGEM-0177-S	HN	sb1	bk1	50.9333333333333	33.2	4	12.5	23.7
21HL_JY0053	2	BGEM-0055-S	HN	sb1	bk1	38.8	28.4666666666667	3.9	10.0666666666667	24.9333333333333
21HL_JY0054	2	BGEM-0082-S	HN	sb1	bk1	75.1666666666667	50.6666666666667	4.03333333333333	17.7	23.3666666666667
21HL_JY0055	2	BGEM-0006-S	HN	sb1	bk1	66.0333333333333	50.7	4.33333333333333	12.1666666666667	24.7333333333333
21HL_JY0056	2	BGEM-0114-S	HN	sb1	bk1	39.9666666666667	24.2	5.03333333333333	13	21.5
21HL_JY0057	2	BGEM-0137-S	HN	sb1	bk1	125.1	107.55	5.15	13.6	22.25
21HL_JY0058	2	BGEM-0242-N	HN	sb1	bk1	25.1666666666667	11.3666666666667	5.3	13.4666666666667	21.5666666666667
21HL_JY0059	2	BGEM-0151-N	HN	sb1	bk1	66.1	46.4	7.16666666666667	15.3333333333333	21.2666666666667
21HL_JY0060	2	BGEM-0118-S	HN	sb1	bk1	37.0666666666667	20.3333333333333	4.76666666666667	14	20.6666666666667
21HL_JY0061	2	BGEM-0024-S	HN	sb1	bk1	31.6333333333333	23.9666666666667	4.23333333333333	11.1	17.6333333333333
21HL_JY0062	2	BGEM-0207-N	HN	sb1	bk1	52.9	34.3333333333333	5.16666666666667	13.5666666666667	20.5333333333333
21HL_JY0063	2	BGEM-0066-N	HN	sb1	bk1	67.5333333333333	45.9333333333333	6.13333333333333	16.4666666666667	21.8333333333333
21HL_JY0064	2	BGEM-0119-S	HN	sb1	bk1	81.8666666666667	60.1	4.76666666666667	13.2333333333333	29.1666666666667
21HL_JY0065	2	BGEM-0144-N	HN	sb1	bk1	73.3666666666667	56.7333333333333	4.83333333333333	10.6333333333333	23.1
21HL_JY0066	2	BGEM-0053-S	HN	sb1	bk1	88.5666666666667	69.7333333333333	4.66666666666667	16.2	21.1666666666667
21HL_JY0067	2	BGEM-0149-S	HN	sb1	bk1	65.7666666666667	48.0666666666667	4.76666666666667	15.5666666666667	25
21HL_JY0068	2	BGEM-0221-S	HN	sb1	bk1	128.433333333333	104.366666666667	4.36666666666667	15.1	24.1333333333333
21HL_JY0069	2	BGEM-0084-S	HN	sb1	bk1	89.4333333333333	70.1333333333333	3.76666666666667	13.9	24.6333333333333
21HL_JY0070	2	BGEM-0228-N	HN	sb1	bk1	22.8666666666667	10.9	5.3	9.73333333333333	22.7
21HL_JY0071	2	BGEM-0031-S	HN	sb1	bk1	52.3666666666667	31.1	5.03333333333333	12.3333333333333	24.3666666666667
21HL_JY0074	2	BGEM-0116-S	HN	sb1	bk1	32.6666666666667	19.4333333333333	6.7	13.6333333333333	19.1
21HL_JY0075	2	BGEM-0063-N	HN	sb1	bk1	45.1666666666667	27	4.6	13.9333333333333	22
21HL_JY0076	2	BGEM-0110-N	HN	sb2	bk1	86.6	58.0333333333333	5.1	13.7333333333333	30.1333333333333
21HL_JY0077	2	B73	HN	sb2	bk1	49.3	26.7333333333333	5.46666666666667	13.2333333333333	28.3333333333333
21HL_JY0078	2	BGEM-0089-N	HN	sb2	bk1	20.3333333333333	8.96666666666667	4.2	11.3666666666667	21.8333333333333
21HL_JY0079	2	BGEM-0054-S	HN	sb2	bk1	99	71.7333333333333	4.73333333333333	14.4666666666667	28.3333333333333
21HL_JY0080	2	BGEM-0171-S	HN	sb2	bk1	63.2333333333333	49.8666666666667	5.1	12.5	22.4666666666667
21HL_JY0081	2	BGEM-0248-N	HN	sb2	bk1	27.2	18.6	4.53333333333333	10.5666666666667	20.3333333333333
21HL_JY0082	2	BGEM-0048-S	HN	sb2	bk1	27.2	12.8666666666667	3.73333333333333	10.7	21.5333333333333
21HL_JY0083	2	BGEM-0152-N	HN	sb2	bk1	83.9666666666667	60.8	5.7	15	22.2333333333333
21hl_jy0084	2	BGEM-0012-S	HN	sb2	bk1	70.1	47.2	4.9	16.5	20.4
21HL_JY0084	2	BGEM-0012-S	HN	sb2	bk1	59.45	37.9	4.95	16.2	22.6
21HL_JY0085	2	BGEM-0206-N	HN	sb2	bk1	42.9	26.5333333333333	4.03333333333333	12.1666666666667	22.9333333333333
21HL_JY0086	2	BGEM-0251-S	HN	sb2	bk1	55.5333333333333	40.5	4.76666666666667	13.3333333333333	22.3666666666667
21HL_JY0087	2	BGEM-0072-S	HN	sb2	bk1	27.3666666666667	21.0666666666667	2.36666666666667	10.4333333333333	16.4
21HL_JY0088	2	BGEM-0214-S	HN	sb2	bk1	19.5333333333333	15.4	5.76666666666667	8.03333333333333	14.6
21HL_JY0089	2	BGEM-0194-N	HN	sb2	bk1	32.6333333333333	16.7	6.3	9.23333333333333	24.6
21HL_JY0090	2	BGEM-0050-S	HN	sb2	bk1	31.4	17.3	4.6	10.7666666666667	22.8666666666667
21HL_JY0091	2	BGEM-0222-S	HN	sb2	bk1	76.3	50.3666666666667	6.43333333333333	15.4	23.4
21HL_JY0092	2	BGEM-0047-S	HN	sb2	bk1	55.0333333333333	42.1333333333333	4.73333333333333	12.2	23.0333333333333
21HL_JY0093	2	BGEM-0148-S	HN	sb2	bk1	50.8666666666667	35.2333333333333	5.5	14.0333333333333	22.2666666666667
21HL_JY0094	2	BGEM-0057-S	HN	sb2	bk1	51.0666666666667	32.4666666666667	4.33333333333333	14.9333333333333	26.7
21HL_JY0095	2	BGEM-0218-S	HN	sb2	bk1	12.1666666666667	5.53333333333333	5.6	9.73333333333333	20.6666666666667
21HL_JY0096	2	BGEM-0129-N	HN	sb2	bk1	37.8666666666667	29.2	4.86666666666667	11.0666666666667	18.1666666666667
21HL_JY0097	2	B73	HN	sb2	bk1	49.0666666666667	25.8333333333333	4.6	13.0666666666667	28.4666666666667
21HL_JY0098	2	BGEM-0122-N	HN	sb2	bk1	51.3333333333333	30.5	4.96666666666667	11.7	25.5333333333333
21HL_JY0099	2	BGEM-0075-S	HN	sb2	bk1	44.5666666666667	32.4333333333333	3.96666666666667	12.2333333333333	21.1
21HL_JY0100	2	BGEM-0049-S	HN	sb2	bk1	32.7333333333333	17.0666666666667	5.06666666666667	13.2333333333333	23.3666666666667
21HL_JY0101	3	BGEM-0184-N	HN	sb1	bk1	47.8	31.2666666666667	4.4	13.0333333333333	21.2
21HL_JY0102	3	BGEM-0111-S	HN	sb1	bk1	43.2666666666667	30.2666666666667	5.46666666666667	12.1	20.2333333333333
21HL_JY0103	3	BGEM-0143-N	HN	sb1	bk1	86	68.5333333333333	4.43333333333333	14.7	19.9666666666667
21HL_JY0104	3	B73	HN	sb1	bk1	84.1333333333333	58.7	4.33333333333333	13.7333333333333	28.9666666666667
21HL_JY0105	3	BGEM-0039-N	HN	sb1	bk1	79.4	56.8666666666667	3.36666666666667	12.5333333333333	26.7333333333333
21HL_JY0106	3	BGEM-0146-N	HN	sb1	bk1	79.3333333333333	61.3333333333333	5.26666666666667	14.2	21.8333333333333
21HL_JY0107	3	BGEM-0086-N	HN	sb1	bk1	65.2	48.9	3.53333333333333	11.3	25.4333333333333
21HL_JY0108	3	BGEM-0056-S	HN	sb1	bk1	127.4	103.433333333333	4.26666666666667	15.3	24
21HL_JY0109	3	BGEM-0115-S	HN	sb1	bk1	48.6	34.8333333333333	4.43333333333333	11.9333333333333	20.9
21HL_JY0110	3	B73	HN	sb1	bk1	65.7	48.3666666666667	4.23333333333333	11.4333333333333	27.0333333333333
21HL_JY0111	3	B73	HN	sb1	bk1	84.5666666666667	65.7333333333333	4	11.9333333333333	28.5
21HL_JY0112	3	BGEM-0085-N	HN	sb1	bk1	47.0333333333333	35.5333333333333	4.6	12.7	21.1
21HL_JY0113	3	BGEM-0117-S	HN	sb1	bk1	82.2333333333333	61.4666666666667	4.86666666666667	17.7333333333333	22.2666666666667
21HL_JY0114	3	B73	HN	sb1	bk1	70.4666666666667	49.5	3.93333333333333	13.2	28
21HL_JY0115	3	BGEM-0062-N	HN	sb1	bk1	79.3333333333333	58.3333333333333	5.13333333333333	16.3666666666667	23.2
21HL_JY0116	3	BGEM-0254-S	HN	sb1	bk1	65.3666666666667	54.4	3.63333333333333	11.8333333333333	21.0333333333333
21HL_JY0117	3	BGEM-0105-N	HN	sb1	bk1	74.8	47.7333333333333	4.9	19.7666666666667	23.6
21HL_JY0118	3	BGEM-0112-S	HN	sb1	bk1	47.4666666666667	32.0333333333333	4.96666666666667	12.8333333333333	21.5
21HL_JY0119	3	BGEM-0029-S	HN	sb1	bk1	12.8	7.86666666666667	4.4	7.4	17.3666666666667
21HL_JY0120	3	BGEM-0229-N	HN	sb1	bk1	82.9	60.8	6.36666666666667	14.7666666666667	23.0666666666667
21HL_JY0121	3	B73	HN	sb1	bk1	92.3	65.9666666666667	5.26666666666667	14.1666666666667	29.1666666666667
21HL_JY0122	3	BGEM-0094-S	HN	sb1	bk1	50.7333333333333	40.8	3.33333333333333	10.6333333333333	22.6666666666667
21HL_JY0123	3	BGEM-0209-N	HN	sb1	bk1	82.7666666666667	59.5	4.03333333333333	14.1666666666667	23.8333333333333
21HL_JY0124	3	B73	HN	sb1	bk1	61.6	43.6333333333333	4.23333333333333	12.8	27.5333333333333
21HL_JY0125	3	BGEM-0154-S	HN	sb1	bk1	73.3666666666667	60.0666666666667	4.93333333333333	12.6333333333333	23.9333333333333
21HL_JY0126	3	BGEM-0140-N	HN	sb2	bk1	55.4333333333333	41.9333333333333	4.7	13.9333333333333	22.1
21HL_JY0127	3	BGEM-0220-S	HN	sb2	bk1	100.466666666667	78.3333333333333	5.73333333333333	17.1666666666667	24.5666666666667
21HL_JY0128	3	BGEM-0042-S	HN	sb2	bk1	74.7333333333333	53.3	4.86666666666667	12.7666666666667	30.0666666666667
21HL_JY0129	3	BGEM-0090-N	HN	sb2	bk1	34.5666666666667	15.0333333333333	5.16666666666667	12	25.4666666666667
21HL_JY0130	3	B73	HN	sb2	bk1	94.9333333333333	75.3666666666667	4.63333333333333	13.5666666666667	26.6
21HL_JY0131	3	BGEM-0037-S	HN	sb2	bk1	56.3333333333333	44.1666666666667	5.36666666666667	13.5	21.3666666666667
21HL_JY0132	3	BGEM-0035-S	HN	sb2	bk1	76.4	62.2	3.96666666666667	13.3666666666667	22.4666666666667
21HL_JY0133	3	BGEM-0199-S	HN	sb2	bk1	59.5333333333333	43.4	3.96666666666667	12.2333333333333	21.6333333333333
21HL_JY0134	3	BGEM-0045-N	HN	sb2	bk1	58.9	37.6666666666667	4.9	15.0666666666667	22.2333333333333
21HL_JY0135	3	BGEM-0176-S	HN	sb2	bk1	51.4333333333333	37.8666666666667	5.56666666666667	13.7333333333333	19.7666666666667
21HL_JY0136	3	BGEM-0030-S	HN	sb2	bk1	47.6	36.6666666666667	4	11.4333333333333	21.0666666666667
21HL_JY0137	3	BGEM-0244-S	HN	sb2	bk1	105.1	81.7666666666667	5.83333333333333	14.5666666666667	27.4333333333333
21HL_JY0138	3	BGEM-0002-N	HN	sb2	bk1	51.1666666666667	35.7333333333333	5.7	11.5333333333333	22.1666666666667
21HL_JY0139	3	BGEM-0243-S	HN	sb2	bk1	99.3333333333333	81.1333333333333	4.13333333333333	15.8666666666667	21.9333333333333
21HL_JY0140	3	BGEM-0155-S	HN	sb2	bk1	98.8	77.8333333333333	4.33333333333333	13.2	29.6333333333333
21HL_JY0141	3	BGEM-0246-N	HN	sb2	bk1	84	66.9333333333333	3.66666666666667	12.8	26.0666666666667
21HL_JY0142	3	B73	HN	sb2	bk1	69.3	47	4.53333333333333	14.1333333333333	29
21HL_JY0143	3	BGEM-0005-N	HN	sb2	bk1	85.6	64.1666666666667	5.96666666666667	14.8666666666667	26.5666666666667
21HL_JY0144	3	BGEM-0083-S	HN	sb2	bk1	43.6	28.5	4.83333333333333	12.9	24.1
21HL_JY0145	3	BGEM-0014-S	HN	sb2	bk1	65.8	52.2666666666667	2.43333333333333	14.2333333333333	22.5
21HL_JY0146	3	BGEM-0108-S	HN	sb2	bk1	72	50.6333333333333	7	18.4333333333333	23.3666666666667
21HL_JY0147	3	BGEM-0004-N	HN	sb2	bk1	41.8666666666667	24	4.7	14.2	21.9333333333333
21HL_JY0148	3	B73	HN	sb2	bk1	70.8333333333333	49.7333333333333	4.7	12.5666666666667	29.1333333333333
21HL_JY0149	3	BGEM-0227-N	HN	sb2	bk1	28.8666666666667	19.7	5	10.9333333333333	21.9333333333333
21HL_JY0150	3	BGEM-0067-S	HN	sb2	bk1	69	52	5.13333333333333	13.9666666666667	20.4666666666667
21HL_JY0151	4	BGEM-0181-N	HN	sb3	bk1	30.7333333333333	17.2	5.96666666666667	12.7	25.3
21HL_JY0152	4	B73	HN	sb3	bk1	57.3	37.6666666666667	4.43333333333333	11.7	29.3333333333333
21HL_JY0153	4	BGEM-0160-S	HN	sb3	bk1	21	11.0333333333333	3.6	11.8666666666667	17.6
21HL_JY0154	4	BGEM-0071-S	HN	sb3	bk1	19.8333333333333	12.1333333333333	4.8	10.8666666666667	16.8
21HL_JY0155	4	BGEM-0099-S	HN	sb3	bk1	72.6666666666667	64.2666666666667	3.26666666666667	12.1666666666667	18.4333333333333
21HL_JY0156	4	B73	HN	sb3	bk1	104.733333333333	78.6	3.96666666666667	14.6	30.2333333333333
21HL_JY0157	4	BGEM-0081-S	HN	sb3	bk1	44.1666666666667	33.3666666666667	4.5	9.73333333333333	24.3
21HL_JY0158	4	BGEM-0106-N	HN	sb3	bk1	91.6666666666667	70.2333333333333	5.43333333333333	15.6333333333333	22.8
21HL_JY0159	4	BGEM-0226-S	HN	sb3	bk1	106.4	86.2666666666667	5.1	16.2	21.8666666666667
21HL_JY0160	4	BGEM-0183-N	HN	sb3	bk1	52.0666666666667	37.8	2.5	15.4	23.3666666666667
21HL_JY0161	4	BGEM-0170-S	HN	sb3	bk1	54.6	42.6	5.23333333333333	13.4333333333333	20.9333333333333
21HL_JY0162	4	BGEM-0011-S	HN	sb3	bk1	80.7333333333333	66.1333333333333	5.06666666666667	15.1	23.7666666666667
21HL_JY0163	4	BGEM-0182-N	HN	sb3	bk1	89.6666666666667	66.7333333333333	4.96666666666667	14.7	25.6
21HL_JY0164	4	BGEM-0051-S	HN	sb3	bk1	59.2666666666667	45.5333333333333	4.7	14.8333333333333	19.6333333333333
21HL_JY0165	4	BGEM-0175-S	HN	sb3	bk1	86.1	61.4333333333333	5.23333333333333	15	25.1666666666667
21HL_JY0166	4	BGEM-0021-S	HN	sb3	bk1	69.6	60.7333333333333	4.93333333333333	12	21.2333333333333
21HL_JY0167	4	BGEM-0077-S	HN	sb3	bk1	72.5	54.3333333333333	5.46666666666667	13.6666666666667	24.8
21HL_JY0168	4	BGEM-0188-S	HN	sb3	bk1	70.0333333333333	54.3333333333333	5.1	16.1	21.2333333333333
21HL_JY0169	4	BGEM-0147-S	HN	sb3	bk1	87.8	75.4666666666667	4.23333333333333	12.5	23.5
21HL_JY0170	4	BGEM-0028-S	HN	sb3	bk1	49.2	35.7333333333333	4.23333333333333	11.5666666666667	21.4666666666667
21HL_JY0171	4	BGEM-0069-S	HN	sb3	bk1	49.9333333333333	25.4333333333333	3.13333333333333	15.1666666666667	24.3333333333333
21HL_JY0172	4	BGEM-0198-S	HN	sb3	bk1	44.0333333333333	31.1	3.7	12.9333333333333	21.3666666666667
21HL_JY0173	4	BGEM-0091-N	HN	sb3	bk1	81.6	62.45	3.75	15	23.95
21HL_JY0174	4	BGEM-0235-N	HN	sb3	bk1	44.3333333333333	27.9	4.76666666666667	10.1	25.3666666666667
21HL_JY0175	4	BGEM-0191-N	HN	sb3	bk1	40.0666666666667	29.6	3.93333333333333	10.6666666666667	18.0666666666667
21HL_JY0176	4	BGEM-0263-S	HN	sb4	bk1	78.8	58.3333333333333	4.9	12.0666666666667	25.3333333333333
21HL_JY0177	4	BGEM-0200-S	HN	sb4	bk1	26.3	12.7333333333333	5.36666666666667	10.5333333333333	23.2666666666667
21HL_JY0178	4	B73	HN	sb4	bk1	144.6	116.166666666667	4.2	14.9	29.5
21HL_JY0179	4	BGEM-0224-N	HN	sb4	bk1	25.8	19.05	5.55	10.25	18.95
21HL_JY0180	4	BGEM-0038-N	HN	sb4	bk1	64.9333333333333	43.3333333333333	4.83333333333333	15.3333333333333	22.1
21HL_JY0181	4	BGEM-0193-N	HN	sb4	bk1	36.2	27.4666666666667	3.76666666666667	11	19.7333333333333
21HL_JY0182	4	BGEM-0166-S	HN	sb4	bk1	30.6666666666667	15.4	5.36666666666667	12.0666666666667	20.0333333333333
21HL_JY0183	4	BGEM-0127-N	HN	sb4	bk1	103.2	85.0666666666667	4.86666666666667	14.8	23.9
21HL_JY0184	4	B73	HN	sb4	bk1	105.533333333333	85.4333333333333	4.06666666666667	13.6666666666667	26.8
21HL_JY0185	4	B73	HN	sb4	bk1	79.2	62.35	3.7	12.55	26.85
21HL_JY0186	4	B73	HN	sb4	bk1	68.4666666666667	51.2666666666667	4.33333333333333	12	27.3
21HL_JY0187	4	BGEM-0169-S	HN	sb4	bk1	74.5	56.5666666666667	3.8	12.2	27.9333333333333
21HL_JY0188	4	BGEM-0234-N	HN	sb4	bk1	63.6333333333333	44.6	4.7	12.4333333333333	27.3666666666667
21HL_JY0189	4	B73	HN	sb4	bk1	88.3	69.1333333333333	4.63333333333333	12.8333333333333	26.9666666666667
21HL_JY0191	4	BGEM-0003-N	HN	sb4	bk1	17.8333333333333	9.8	6.03333333333333	11.5666666666667	20.1333333333333
21HL_JY0192	4	BGEM-0172-S	HN	sb4	bk1	84.1333333333333	65.2666666666667	4.6	13.3666666666667	27.4
21HL_JY0193	4	BGEM-0100-S	HN	sb4	bk1	55.9666666666667	42.6666666666667	5.06666666666667	12.0666666666667	22.0333333333333
21HL_JY0194	4	BGEM-0237-N	HN	sb4	bk1	42.5	28.4333333333333	5.26666666666667	14.2	21
21HL_JY0195	4	BGEM-0257-S	HN	sb4	bk1	52.8	38.5	4.75	13.5	20.05
21HL_JY0196	4	B73	HN	sb4	bk1	49.9	37.2666666666667	5.03333333333333	11.1	25.2666666666667
21HL_JY0197	4	BGEM-0189-S	HN	sb4	bk1	61	44	5.36666666666667	13.1666666666667	27.6
21HL_JY0198	4	BGEM-0185-N	HN	sb4	bk1	168.466666666667	132.2	5.8	19.7	26.0333333333333
21HL_JY0199	4	B73	HN	sb4	bk1	25.9	15.7	4.3	11.7	20.3
21HL_JY0201	5	BGEM-0192-N	HN	sb3	bk1	26	16.1666666666667	3.06666666666667	11.6	18
21HL_JY0202	5	BGEM-0178-S	HN	sb3	bk1	99.1	77.2333333333333	5.33333333333333	14.3333333333333	24.0333333333333
21HL_JY0203	5	BGEM-0164-S	HN	sb3	bk1	85.8666666666667	66.9333333333333	6.2	15.8	22.3
21HL_JY0204	5	BGEM-0174-N	HN	sb3	bk1	103.4	77.0666666666667	7.1	16.2333333333333	25.9
21HL_JY0205	5	BGEM-0130-N	HN	sb3	bk1	55.3	36.3666666666667	5.1	14.3333333333333	24.6
21HL_JY0206	5	BGEM-0150-S	HN	sb3	bk1	79.1	62.9333333333333	4.46666666666667	11.8	26.6
21HL_JY0207	5	BGEM-0027-S	HN	sb3	bk1	72.8	59.0666666666667	4.53333333333333	12.7333333333333	21.7333333333333
21HL_JY0208	5	BGEM-0158-S	HN	sb3	bk1	52.9666666666667	25.0333333333333	4.26666666666667	17.0666666666667	25.4
21HL_JY0209	5	BGEM-0023-S	HN	sb3	bk1	91.5666666666667	69.3	6.33333333333333	15.1666666666667	26.2666666666667
21HL_JY0210	5	BGEM-0008-S	HN	sb3	bk1	51.3666666666667	40.2	5.33333333333333	12.5	22.5666666666667
21HL_JY0211	5	BGEM-0223-N	HN	sb3	bk1	21.5	11.4	3.7	14.8	20
21HL_JY0212	5	BGEM-0264-S	HN	sb3	bk1	61.3	44.9666666666667	5.6	14.1333333333333	22.6
21HL_JY0213	5	BGEM-0161-S	HN	sb3	bk1	52.5	41.8333333333333	5.13333333333333	13.8	17.9
21HL_JY0214	5	B73	HN	sb3	bk1	100.6	80.1666666666667	3.86666666666667	13.3	27.5666666666667
21HL_JY0215	5	BGEM-0121-N	HN	sb3	bk1	52.6666666666667	45.8333333333333	3.3	10.5333333333333	18.5333333333333
21HL_JY0216	5	BGEM-0088-N	HN	sb3	bk1	29.5333333333333	18.3333333333333	2.83333333333333	11.6	22.0333333333333
21HL_JY0217	5	B73	HN	sb3	bk1	112.166666666667	86.6333333333333	4.43333333333333	14.0666666666667	29.8666666666667
21HL_JY0218	5	BGEM-0167-S	HN	sb3	bk1	62.8666666666667	41.5666666666667	4.53333333333333	12.8333333333333	25.1333333333333
21HL_JY0219	5	BGEM-0210-N	HN	sb3	bk1	59.9	43.0666666666667	5.56666666666667	13.4666666666667	22.5
21HL_JY0220	5	BGEM-0173-S	HN	sb3	bk1	49.2333333333333	38.6	3.66666666666667	11.6666666666667	21.5333333333333
21HL_JY0221	5	BGEM-0060-S	HN	sb3	bk1	70.4333333333333	56.8666666666667	4.46666666666667	13.9	23.7
21HL_JY0222	5	BGEM-0159-S	HN	sb3	bk1	91.5	68.2	5.65	14.15	25.9
21HL_JY0223	5	B73	HN	sb3	bk1	91.7	72.4666666666667	4.7	12.9	27.5666666666667
21HL_JY0224	5	BGEM-0249-N	HN	sb3	bk1	32.6333333333333	22.6666666666667	5.2	10.3666666666667	20.9666666666667
21HL_JY0225	5	BGEM-0103-N	HN	sb3	bk1	110.166666666667	87.0333333333333	4.76666666666667	14.1333333333333	28.5
21HL_JY0226	5	BGEM-0107-N	HN	sb4	bk1	117.033333333333	89.3666666666667	5.26666666666667	15.5	26.8666666666667
21HL_JY0227	5	BGEM-0230-N	HN	sb4	bk1	63.1	50.6333333333333	4.86666666666667	14.0666666666667	20.2
21HL_JY0228	5	BGEM-0255-S	HN	sb4	bk1	66.2666666666667	54.7	4.96666666666667	11.8333333333333	18.6
21HL_JY0229	5	BGEM-0259-N	HN	sb4	bk1	115	93	4	14.0333333333333	27.8666666666667
21HL_JY0230	5	BGEM-0239-N	HN	sb4	bk1	112.466666666667	88.4666666666667	5.46666666666667	14.8	22.7
21HL_JY0231	5	B73	HN	sb4	bk1	119.333333333333	94.8666666666667	3.63333333333333	14.8666666666667	26.9666666666667
21HL_JY0232	5	BGEM-0253-N	HN	sb4	bk1	71.4	57.4	4.1	13.9333333333333	21.3
21HL_JY0233	5	BGEM-0201-N	HN	sb4	bk1	93.4333333333333	75.2	3.46666666666667	12.4	26.1
21HL_JY0234	5	BGEM-0179-S	HN	sb4	bk1	67.4333333333333	46.3333333333333	6.76666666666667	12.4666666666667	26.5666666666667
21HL_JY0235	5	B73	HN	sb4	bk1	121.033333333333	97.9	3.86666666666667	13.6333333333333	28
21HL_JY0236	5	BGEM-0156-S	HN	sb4	bk1	28.4333333333333	12.6	5.46666666666667	14.5	22.0333333333333
21HL_JY0237	5	BGEM-0064-N	HN	sb4	bk1	70.7	54	5.16666666666667	10.3	24.1
21HL_JY0238	5	BGEM-0019-S	HN	sb4	bk1	84.8666666666667	67.1	5.33333333333333	12.5333333333333	22.3
21HL_JY0239	5	BGEM-0102-N	HN	sb4	bk1	70.9666666666667	52.6666666666667	5.76666666666667	15.6	22.1
21HL_JY0240	5	B73	HN	sb4	bk1	94.9	76.1	4.1	13.0666666666667	27.0333333333333
21HL_JY0241	5	BGEM-0153-S	HN	sb4	bk1	56.1666666666667	45.2	4.8	11.6333333333333	20
21HL_JY0242	5	BGEM-0025-S	HN	sb4	bk1	87.5	72.0333333333333	6.1	14.3333333333333	21.4666666666667
21HL_JY0243	5	B73	HN	sb4	bk1	99.1333333333333	78.7333333333333	4.13333333333333	13.4333333333333	27.4
21HL_JY0244	5	BGEM-0043-S	HN	sb4	bk1	22.9333333333333	11.4	5.43333333333333	11.0666666666667	20.9333333333333
21HL_JY0245	5	BGEM-0163-S	HN	sb4	bk1	24.7666666666667	17.9333333333333	5.6	9.8	18.2666666666667
21HL_JY0246	5	B73	HN	sb4	bk1	58.8333333333333	36.4	5.33333333333333	12.6333333333333	28.3666666666667
21HL_JY0247	5	B73	HN	sb4	bk1	65.9	45.1666666666667	4.36666666666667	12.9	28.1666666666667
21HL_JY0248	5	BGEM-0252-S	HN	sb4	bk1	86.7	69.5	5.66666666666667	12.3666666666667	23.2666666666667
21HL_JY0250	5	BGEM-0070-S	HN	sb4	bk1	32.1	18.5	5.06666666666667	12.6	18.9
21HL_JY0251	6	B73	HN	sb3	bk1	82.8333333333333	58.7666666666667	4.13333333333333	13.2333333333333	28.3666666666667
21HL_JY0252	6	BGEM-0134-S	HN	sb3	bk1	26.3333333333333	21.2666666666667	4.2	8.63333333333333	19.6666666666667
21HL_JY0253	6	BGEM-0211-N	HN	sb3	bk1	76.9666666666667	60.9	5.4	11.5666666666667	23.6
